Hhid,InstoreVisits,InstoreSpend,InstoreQuantity,OnlineVisits,OnlineSpend,OnlineQuantity,TotalVisits,TotalSpend,TotalQuantity
889221,10,43.47,46,0,0,0,10,43.47,46
889941,40,1453.09,846,0,0,0,40,1453.09,846
891091,8,370.76,192,0,0,0,8,370.76,192
891131,23,593.11,390,0,0,0,23,593.11,390
891281,10,580.55,223,0,0,0,10,580.55,223
894151,11,686.63,379,0,0,0,11,686.63,379
895271,4,118.15,85,0,0,0,4,118.15,85
895501,2,97.07,48,0,0,0,2,97.07,48
896581,7,349.44,183,1,118.43,63,8,467.87,246
896811,48,865.34,552,0,0,0,48,865.34,552
897401,79,1186.54,835,0,0,0,79,1186.54,835
898141,56,873.56,592,0,0,0,56,873.56,592
899301,83,2192.65,1536,0,0,0,83,2192.65,1536
899981,78,1345.01,1007,0,0,0,78,1345.01,1007
901841,21,729.66,130,0,0,0,21,729.66,130
903931,31,353.98,194,0,0,0,31,353.98,194
904711,37,2170,1439,0,0,0,37,2170,1439
906761,46,2311.99,994,0,0,0,46,2311.99,994
907201,88,2203.7,946,0,0,0,88,2203.7,946
910761,0,0,0,1,94.71,78,1,94.71,78
911541,31,1191.1,745,0,0,0,31,1191.1,745
912281,10,159.39,145,0,0,0,10,159.39,145
912321,25,470.69,236,0,0,0,25,470.69,236
912511,3,41.17,12,0,0,0,3,41.17,12
913061,5,174.55,26,0,0,0,5,174.55,26
914221,243,4414.47,2554,0,0,0,243,4414.47,2554
915531,2,46.46,36,0,0,0,2,46.46,36
915681,36,1468.7,920,0,0,0,36,1468.7,920
915911,69,1086.49,555,0,0,0,69,1086.49,555
916501,36,1011.92,664,0,0,0,36,1011.92,664
917431,63,1965.27,1488,0,0,0,63,1965.27,1488
917961,44,1403.57,791,0,0,0,44,1403.57,791
918021,1,8.36,6,0,0,0,1,8.36,6
918551,95,1025.65,317,0,0,0,95,1025.65,317
918741,58,1361.41,1065,0,0,0,58,1361.41,1065
919711,20,1307.52,563,0,0,0,20,1307.52,563
921051,16,481.07,267,0,0,0,16,481.07,267
923141,25,758.06,558,0,0,0,25,758.06,558
923291,19,241.06,125,0,0,0,19,241.06,125
924071,11,445.58,318,0,0,0,11,445.58,318
926011,33,1068.7,143,0,0,0,33,1068.7,143
926201,61,2888.25,1461,0,0,0,61,2888.25,1461
926881,1,15.1,7,0,0,0,1,15.1,7
927701,59,2081.53,1178,0,0,0,59,2081.53,1178
928631,119,3359.5,1717,1,101.24,56,120,3460.74,1773
928781,34,254.72,213,0,0,0,34,254.72,213
929221,5,100.08,9,0,0,0,5,100.08,9
930881,1,8.43,6,0,0,0,1,8.43,6
931131,61,3094.98,2216,0,0,0,61,3094.98,2216
931661,11,329.93,87,0,0,0,11,329.93,87
932971,5,309.03,113,0,0,0,5,309.03,113
933031,5,328.01,156,1,78.14,44,6,406.15,200
933371,134,1311.17,371,0,0,0,134,1311.17,371
933411,14,125.35,143,0,0,0,14,125.35,143
935081,38,1000.24,425,0,0,0,38,1000.24,425
936961,2,7.69,5,0,0,0,2,7.69,5
937401,16,272.45,240,0,0,0,16,272.45,240
937891,34,2507.31,1523,0,0,0,34,2507.31,1523
938141,180,2637.11,1090,0,0,0,180,2637.11,1090
938861,5,36.84,42,0,0,0,5,36.84,42
940051,41,3832.67,1823,4,695.56,491,45,4528.23,2314
942141,31,225.91,131,0,0,0,31,225.91,131
942291,13,149.35,74,0,0,0,13,149.35,74
943261,39,556.74,296,0,0,0,39,556.74,296
943641,3,127.75,53,0,0,0,3,127.75,53
944231,36,1083.08,565,0,0,0,36,1083.08,565
946471,23,299.32,28,0,0,0,23,299.32,28
947821,59,1265.14,1062,0,0,0,59,1265.14,1062
948181,58,3052.39,617,0,0,0,58,3052.39,617
948411,42,206.91,134,0,0,0,42,206.91,134
950281,7,45.24,35,0,0,0,7,45.24,35
950511,79,3000.11,1172,0,0,0,79,3000.11,1172
951821,26,2256.72,1354,0,0,0,26,2256.72,1354
951971,25,802.5,238,21,1645.64,1140,46,2448.14,1378
952221,37,1167.42,447,0,0,0,37,1167.42,447
955431,9,732.74,415,0,0,0,9,732.74,415
956171,123,3663.46,606,0,0,0,123,3663.46,606
957711,39,138.39,196,0,0,0,39,138.39,196
958451,20,282.48,181,0,0,0,20,282.48,181
959231,23,776.91,341,0,0,0,23,776.91,341
961291,41,631.5,400,0,0,0,41,631.5,400
961331,172,1631.18,1434,0,0,0,172,1631.18,1434
961901,2,17.82,18,9,706.56,581,11,724.38,599
962981,34,159.82,207,0,0,0,34,159.82,207
964161,2,65.21,48,0,0,0,2,65.21,48
964201,18,1768.14,710,0,0,0,18,1768.14,710
964881,1,10.65,6,14,1024.31,691,15,1034.96,697
965701,121,2998,1531,0,0,0,121,2998,1531
965851,13,535.7,272,0,0,0,13,535.7,272
966101,56,1952.28,582,17,1867.64,1270,73,3819.92,1852
966821,43,2050.93,812,0,0,0,43,2050.93,812
969991,60,1500.17,575,0,0,0,60,1500.17,575
970631,5,116.99,34,0,0,0,5,116.99,34
971181,111,976.81,449,0,0,0,111,976.81,449
971221,45,487.59,513,0,0,0,45,487.59,513
972491,25,1346.41,1004,0,0,0,25,1346.41,1004
973081,3,44.83,33,0,0,0,3,44.83,33
974431,21,2138.66,1354,0,0,0,21,2138.66,1354
974581,31,1670.48,1051,0,0,0,31,1670.48,1051
975021,15,439.8,344,0,0,0,15,439.8,344
975211,58,1598.3,336,0,0,0,58,1598.3,336
975741,115,1702.29,1107,0,0,0,115,1702.29,1107
977791,91,3098.59,883,0,0,0,91,3098.59,883
978191,45,3489.17,1199,0,0,0,45,3489.17,1199
979351,6,198.24,84,0,0,0,6,198.24,84
979541,32,834.46,457,1,48.09,45,33,882.55,502
980141,40,1495.48,655,0,0,0,40,1495.48,655
980521,17,83.06,85,0,0,0,17,83.06,85
980671,3,100.98,66,5,285.94,257,8,386.92,323
980901,3,27.24,19,0,0,0,3,27.24,19
981071,30,1583.06,588,1,56.5,5,31,1639.56,593
982041,56,3605.23,1727,0,0,0,56,3605.23,1727
983201,25,454.33,406,0,0,0,25,454.33,406
983541,55,2346.59,865,0,0,0,55,2346.59,865
983881,51,198.06,121,0,0,0,51,198.06,121
984851,17,257.85,162,0,0,0,17,257.85,162
985971,60,2449.05,1393,0,0,0,60,2449.05,1393
986941,36,1112.81,635,0,0,0,36,1112.81,635
987001,29,1102.9,139,0,0,0,29,1102.9,139
987721,109,2660.37,1325,0,0,0,109,2660.37,1325
988461,87,1647.18,1043,0,0,0,87,1647.18,1043
988991,2,108.11,81,0,0,0,2,108.11,81
989431,36,824.63,346,0,0,0,36,824.63,346
989811,38,436.25,437,0,0,0,38,436.25,437
990411,15,470.93,396,0,0,0,15,470.93,396
990941,13,431.98,332,0,0,0,13,431.98,332
992271,20,654.07,386,0,0,0,20,654.07,386
993051,48,346.16,270,0,0,0,48,346.16,270
993241,70,4596.15,3108,1,33.36,18,71,4629.51,3126
994401,56,2259.35,1083,0,0,0,56,2259.35,1083
995861,7,197.89,84,0,0,0,7,197.89,84
997041,32,573.35,360,0,0,0,32,573.35,360
997231,18,890.59,731,0,0,0,18,890.59,731
997951,9,333.4,199,0,0,0,9,333.4,199
998881,13,129.65,114,0,0,0,13,129.65,114
999471,8,84.72,31,0,0,0,8,84.72,31
1000241,8,246.13,195,0,0,0,8,246.13,195
1000621,75,2190.09,892,0,0,0,75,2190.09,892
1000771,8,174.61,12,0,0,0,8,174.61,12
1001171,9,94.02,26,0,0,0,9,94.02,26
1001211,129,2373.91,1377,2,148.72,138,131,2522.63,1515
1001401,109,2468.58,1717,0,0,0,109,2468.58,1717
1002291,31,1840.45,1231,0,0,0,31,1840.45,1231
1002331,53,2880.51,1746,0,0,0,53,2880.51,1746
1002521,11,141.9,122,0,0,0,11,141.9,122
1002671,104,7060.23,3069,1,58.8,14,105,7119.03,3083
1003071,60,2023.59,1309,2,100.9,95,62,2124.49,1404
1003261,30,853.8,760,0,0,0,30,853.8,760
1003791,53,2341.77,1277,0,0,0,53,2341.77,1277
1003831,60,3649.76,1354,0,0,0,60,3649.76,1354
1003981,75,2918.5,1618,0,0,0,75,2918.5,1618
1004381,59,1624.92,1048,0,0,0,59,1624.92,1048
1004571,102,2846.13,2142,0,0,0,102,2846.13,2142
1004611,118,1529.51,1263,0,0,0,118,1529.51,1263
1004951,6,253.64,169,0,0,0,6,253.64,169
1005201,13,504.77,302,0,0,0,13,504.77,302
1005541,41,3275.09,2141,0,0,0,41,3275.09,2141
1005921,121,3080.63,1824,0,0,0,121,3080.63,1824
1006091,33,430.5,156,0,0,0,33,430.5,156
1006321,23,757.7,115,0,0,0,23,757.7,115
1006851,23,344.77,110,0,0,0,23,344.77,110
1007101,16,235.06,74,0,0,0,16,235.06,74
1007591,6,276.23,183,0,0,0,6,276.23,183
1007631,25,596.34,486,0,0,0,25,596.34,486
1007781,51,1899.07,1159,0,0,0,51,1899.07,1159
1007971,16,1252.29,908,0,0,0,16,1252.29,908
1008371,13,482.82,152,0,0,0,13,482.82,152
1008411,25,489.97,170,0,0,0,25,489.97,170
1008561,88,841.97,833,0,0,0,88,841.97,833
1008751,2,2.28,2,0,0,0,2,2.28,2
1008941,15,822.84,40,0,0,0,15,822.84,40
1009001,21,2117.88,1347,0,0,0,21,2117.88,1347
1009151,51,1308.52,386,0,0,0,51,1308.52,386
1009491,39,2761.97,1389,0,0,0,39,2761.97,1389
1009721,38,775.36,482,0,0,0,38,775.36,482
1009871,11,316.61,202,0,0,0,11,316.61,202
1009911,28,859.08,372,0,0,0,28,859.08,372
1010091,18,259.77,200,0,0,0,18,259.77,200
1010701,25,988.88,1008,0,0,0,25,988.88,1008
1011061,162,3407.99,1868,0,0,0,162,3407.99,1868
1011101,63,1338.59,798,0,0,0,63,1338.59,798
1011631,38,344.14,226,0,0,0,38,344.14,226
1012181,54,1953.33,1545,0,0,0,54,1953.33,1545
1012411,54,3323.05,2074,0,0,0,54,3323.05,2074
1012941,34,342.65,284,0,0,0,34,342.65,284
1013001,103,1745.37,1305,0,0,0,103,1745.37,1305
1013491,104,4233.82,1574,0,0,0,104,4233.82,1574
1013681,8,690.21,457,0,0,0,8,690.21,457
1013911,45,1086.91,582,0,0,0,45,1086.91,582
1014311,29,1993.99,950,0,0,0,29,1993.99,950
1014461,0,0,0,2,159.1,106,2,159.1,106
1014501,55,1434.92,649,4,356.26,220,59,1791.18,869
1014651,24,974.5,747,0,0,0,24,974.5,747
1014841,62,1402.8,733,0,0,0,62,1402.8,733
1015391,60,2197.76,1310,0,0,0,60,2197.76,1310
1015621,2,114.34,90,0,0,0,2,114.34,90
1015811,41,2795.16,1768,0,0,0,41,2795.16,1768
1016401,30,882.53,645,0,0,0,30,882.53,645
1016551,19,771.8,484,0,0,0,19,771.8,484
1017141,50,967.93,454,0,0,0,50,967.93,454
1017521,85,4550.75,2756,0,0,0,85,4550.75,2756
1018111,110,2225.17,1137,0,0,0,110,2225.17,1137
1018261,6,112.65,90,0,0,0,6,112.65,90
1018791,1,29.96,1,0,0,0,1,29.96,1
1019381,29,200.11,154,0,0,0,29,200.11,154
1019571,36,1773.23,1416,0,0,0,36,1773.23,1416
1019611,16,484.59,182,0,0,0,16,484.59,182
1020361,43,1162.59,909,0,0,0,43,1162.59,909
1020891,162,5934.47,2396,0,0,0,162,5934.47,2396
1021521,3,205.35,120,0,0,0,3,205.35,120
1021861,69,1269.75,820,0,0,0,69,1269.75,820
1021901,127,3505.77,1852,2,222.21,180,129,3727.98,2032
1022071,3,80.35,73,0,0,0,3,80.35,73
1022111,3,75.98,82,0,0,0,3,75.98,82
1022301,31,2269.95,1708,0,0,0,31,2269.95,1708
1022451,129,1521.24,1097,0,0,0,129,1521.24,1097
1022641,51,2885.47,1090,0,0,0,51,2885.47,1090
1022791,1,36.41,2,0,0,0,1,36.41,2
1022981,16,497.06,365,0,0,0,16,497.06,365
1023041,24,394.91,125,0,0,0,24,394.91,125
1023191,5,276.92,24,0,0,0,5,276.92,24
1023611,21,142.64,67,0,0,0,21,142.64,67
1023801,25,598.85,229,21,1471.78,1052,46,2070.63,1281
1023951,10,96.29,42,0,0,0,10,96.29,42
1025281,35,1747.84,949,0,0,0,35,1747.84,949
1025471,27,843.78,459,0,0,0,27,843.78,459
1025511,5,183.02,5,0,0,0,5,183.02,5
1025661,38,1532.92,580,0,0,0,38,1532.92,580
1026101,8,224.45,146,0,0,0,8,224.45,146
1026441,6,51.66,51,0,0,0,6,51.66,51
1026591,41,866.48,336,0,0,0,41,866.48,336
1026631,71,1914.44,1122,0,0,0,71,1914.44,1122
1026781,42,424.92,273,0,0,0,42,424.92,273
1026821,3,123.46,83,1,133.34,79,4,256.8,162
1027371,5,170.39,58,0,0,0,5,170.39,58
1027941,36,2954.74,2110,0,0,0,36,2954.74,2110
1028151,52,1788.53,1064,0,0,0,52,1788.53,1064
1028681,26,541.41,551,0,0,0,26,541.41,551
1028911,78,1460.29,1211,0,0,0,78,1460.29,1211
1029081,73,553.63,310,0,0,0,73,553.63,310
1029271,37,1182.3,548,0,0,0,37,1182.3,548
1029311,29,2592.19,1569,0,0,0,29,2592.19,1569
1029651,96,2777.59,1456,6,353.37,224,102,3130.96,1680
1030061,19,501.16,417,0,0,0,19,501.16,417
1030101,30,1775.82,1006,0,0,0,30,1775.82,1006
1030251,4,16.59,14,0,0,0,4,16.59,14
1030591,4,25.85,21,0,0,0,4,25.85,21
1030781,18,1155.53,830,0,0,0,18,1155.53,830
1030821,6,194.81,100,0,0,0,6,194.81,100
1030971,23,849.26,496,0,0,0,23,849.26,496
1031181,27,355.95,278,0,0,0,27,355.95,278
1031561,26,624.6,351,0,0,0,26,624.6,351
1031601,2,26.69,10,0,0,0,2,26.69,10
1031751,100,5005.42,2184,0,0,0,100,5005.42,2184
1032341,179,2933.76,933,0,0,0,179,2933.76,933
1032491,40,1422.09,1141,0,0,0,40,1422.09,1141
1032531,39,1003.39,648,0,0,0,39,1003.39,648
1032721,7,61.45,40,0,0,0,7,61.45,40
1032871,28,706.76,255,0,0,0,28,706.76,255
1033081,34,1291.9,845,0,0,0,34,1291.9,845
1033271,39,360.46,286,0,0,0,39,360.46,286
1033311,16,172.27,101,0,0,0,16,172.27,101
1033461,37,2910.83,1775,0,0,0,37,2910.83,1775
1033501,10,181.53,51,0,0,0,10,181.53,51
1033651,3,7.78,8,0,0,0,3,7.78,8
1033841,14,108.6,73,0,0,0,14,108.6,73
1034051,1,16.79,6,5,238.35,163,6,255.14,169
1034391,3,185.65,59,0,0,0,3,185.65,59
1034431,10,152.59,59,0,0,0,10,152.59,59
1034621,16,760.1,272,3,269.93,178,19,1030.03,450
1034771,8,102.79,54,0,0,0,8,102.79,54
1035021,24,779.44,538,0,0,0,24,779.44,538
1035171,1,3.15,3,0,0,0,1,3.15,3
1035401,34,766.66,653,0,0,0,34,766.66,653
1035741,22,1363.68,870,0,0,0,22,1363.68,870
1035891,54,1256.45,443,0,0,0,54,1256.45,443
1036141,27,1477.65,845,0,0,0,27,1477.65,845
1036331,58,3214.12,1886,0,0,0,58,3214.12,1886
1036671,34,1264.84,679,5,572.57,377,39,1837.41,1056
1036861,44,1434.09,513,0,0,0,44,1434.09,513
1037071,42,2205.81,1164,0,0,0,42,2205.81,1164
1037111,6,24.8,22,23,1655.17,739,29,1679.97,761
1037641,77,3430.83,1010,0,0,0,77,3430.83,1010
1037791,23,494.96,278,0,0,0,23,494.96,278
1037831,16,376.94,62,0,0,0,16,376.94,62
1038041,37,1724.31,966,0,0,0,37,1724.31,966
1038761,6,58.51,84,0,0,0,6,58.51,84
1038801,4,74.44,40,0,0,0,4,74.44,40
1038951,40,2196.36,1272,0,0,0,40,2196.36,1272
1039011,42,2054.66,1370,0,0,0,42,2054.66,1370
1039161,7,47.9,25,0,0,0,7,47.9,25
1039201,18,317.16,86,0,0,0,18,317.16,86
1039731,11,364.24,211,0,0,0,11,364.24,211
1039881,80,3476.67,2264,0,0,0,80,3476.67,2264
1040291,17,466.83,87,0,0,0,17,466.83,87
1040521,11,258.46,170,0,0,0,11,258.46,170
1040711,3,85.56,10,0,0,0,3,85.56,10
1040861,10,608.86,253,3,214.24,133,13,823.1,386
1041641,32,686.57,447,0,0,0,32,686.57,447
1041791,6,203.56,104,0,0,0,6,203.56,104
1042381,7,224.47,49,0,0,0,7,224.47,49
1042571,30,1044.99,739,0,0,0,30,1044.99,739
1042801,43,2189.24,1195,0,0,0,43,2189.24,1195
1042951,49,1917.86,1219,0,0,0,49,1917.86,1219
1043351,19,2077.61,1194,0,0,0,19,2077.61,1194
1044091,27,111.33,103,0,0,0,27,111.33,103
1044281,66,2691.37,1850,0,0,0,66,2691.37,1850
1044321,2,34.9,24,0,0,0,2,34.9,24
1044511,88,1578.43,899,0,0,0,88,1578.43,899
1044701,3,28.47,12,0,0,0,3,28.47,12
1044851,57,1767.59,856,0,0,0,57,1767.59,856
1045251,43,616.85,620,0,0,0,43,616.85,620
1045441,8,256.35,11,0,0,0,8,256.35,11
1045781,2,45,2,0,0,0,2,45,2
1045971,4,95.45,67,0,0,0,4,95.45,67
1046221,19,511.6,320,0,0,0,19,511.6,320
1046371,19,746.42,567,0,0,0,19,746.42,567
1046411,50,1915.67,1389,0,0,0,50,1915.67,1389
1046561,43,1328.82,335,24,4865.87,1193,67,6194.69,1528
1047151,12,212.5,70,0,0,0,12,212.5,70
1047721,62,1107.01,836,0,0,0,62,1107.01,836
1048081,59,1081.62,633,0,0,0,59,1081.62,633
1048121,32,2025.95,1566,0,0,0,32,2025.95,1566
1048651,34,1232.48,567,0,0,0,34,1232.48,567
1048841,32,965.99,451,0,0,0,32,965.99,451
1049051,37,1794.74,874,0,0,0,37,1794.74,874
1049391,3,211.13,122,0,0,0,3,211.13,122
1049771,18,1388.76,616,0,0,0,18,1388.76,616
1049811,28,1123.81,742,0,0,0,28,1123.81,742
1050031,41,824.71,694,0,0,0,41,824.71,694
1050601,4,60.95,37,0,0,0,4,60.95,37
1051151,24,440.31,290,0,0,0,24,440.31,290
1051911,45,2540.06,1506,0,0,0,45,2540.06,1506
1052081,33,2456.99,1561,0,0,0,33,2456.99,1561
1052271,58,617.61,357,0,0,0,58,617.61,357
1052651,157,2885.9,1670,0,0,0,157,2885.9,1670
1052841,34,2851.82,1797,0,0,0,34,2851.82,1797
1052991,4,32.83,25,0,0,0,4,32.83,25
1053431,5,98.45,70,0,0,0,5,98.45,70
1053621,4,36.37,9,0,0,0,4,36.37,9
1053961,19,615.84,285,0,0,0,19,615.84,285
1054401,2,47.25,2,0,0,0,2,47.25,2
1054931,35,1644.06,1068,0,0,0,35,1644.06,1068
1055141,68,1725.56,982,0,0,0,68,1725.56,982
1055291,128,1582.22,829,0,0,0,128,1582.22,829
1055521,123,1982.43,1497,0,0,0,123,1982.43,1497
1055711,5,19.15,21,0,0,0,5,19.15,21
1056071,26,516.96,305,0,0,0,26,516.96,305
1056641,20,995.77,704,0,0,0,20,995.77,704
1056981,27,1546.77,1150,0,0,0,27,1546.77,1150
1057381,31,1474.47,1021,0,0,0,31,1474.47,1021
1057421,35,1454.76,827,0,0,0,35,1454.76,827
1057761,18,1280.96,879,0,0,0,18,1280.96,879
1057801,7,289.58,209,0,0,0,7,289.58,209
1057951,15,712.87,404,0,0,0,15,712.87,404
1058881,90,2965.98,1256,13,834.98,579,103,3800.96,1835
1058921,2,70.31,17,0,0,0,2,70.31,17
1059511,1,21.17,18,0,0,0,1,21.17,18
1059661,18,728.87,497,0,0,0,18,728.87,497
1059701,28,618.71,183,1,96.67,60,29,715.38,243
1060071,29,941.86,738,0,0,0,29,941.86,738
1060301,6,256.58,189,0,0,0,6,256.58,189
1060791,45,1008.6,512,0,0,0,45,1008.6,512
1060981,20,1017.87,535,0,0,0,20,1017.87,535
1061231,64,2271.24,1247,0,0,0,64,2271.24,1247
1061571,22,1216.71,625,0,0,0,22,1216.71,625
1061761,87,1571.53,933,0,0,0,87,1571.53,933
1061801,1,18.5,2,0,0,0,1,18.5,2
1061951,70,3293.55,1726,0,0,0,70,3293.55,1726
1062011,22,1593.45,883,0,0,0,22,1593.45,883
1062201,30,1110.55,508,0,0,0,30,1110.55,508
1063131,7,260.46,123,0,0,0,7,260.46,123
1063471,5,335,37,0,0,0,5,335,37
1063661,84,3334.44,1959,0,0,0,84,3334.44,1959
1063851,1,5.73,4,0,0,0,1,5.73,4
1064061,30,1378.12,695,0,0,0,30,1378.12,695
1064101,13,499.69,39,0,0,0,13,499.69,39
1064441,6,241.71,51,0,0,0,6,241.71,51
1065221,28,1360.14,29,1,201.09,109,29,1561.23,138
1065371,13,1465.53,680,0,0,0,13,1465.53,680
1065561,13,471.46,200,0,0,0,13,471.46,200
1066001,42,905.71,588,1,36.87,34,43,942.58,622
1066341,4,389.62,185,0,0,0,4,389.62,185
1066531,0,0,0,8,292.84,181,8,292.84,181
1066681,31,600.96,532,0,0,0,31,600.96,532
1067841,70,1939.99,1228,0,0,0,70,1939.99,1228
1068431,19,1084.59,481,5,925.29,620,24,2009.88,1101
1068581,72,2291.51,1271,0,0,0,72,2291.51,1271
1068771,10,253.13,118,0,0,0,10,253.13,118
1069021,90,1930.95,1473,0,0,0,90,1930.95,1473
1069171,36,911.62,553,0,0,0,36,911.62,553
1069361,27,471.97,422,0,0,0,27,471.97,422
1069401,105,6024.99,3854,0,0,0,105,6024.99,3854
1069551,20,603.9,203,0,0,0,20,603.9,203
1069891,7,219.37,181,0,0,0,7,219.37,181
1070151,16,471.78,120,0,0,0,16,471.78,120
1070531,5,92.05,88,0,0,0,5,92.05,88
1070871,64,1888.95,1157,0,0,0,64,1888.95,1157
1071081,8,254.27,211,0,0,0,8,254.27,211
1071121,128,5143.22,1415,0,0,0,128,5143.22,1415
1071271,13,313.03,224,0,0,0,13,313.03,224
1071501,1,49.83,42,0,0,0,1,49.83,42
1072051,10,231.67,121,0,0,0,10,231.67,121
1072241,2,53.85,11,0,0,0,2,53.85,11
1072391,29,1760.53,958,0,0,0,29,1760.53,958
1072431,55,2285.94,1108,0,0,0,55,2285.94,1108
1072811,37,2037.48,567,0,0,0,37,2037.48,567
1073171,10,455.81,98,0,0,0,10,455.81,98
1073211,61,3605.46,2150,0,0,0,61,3605.46,2150
1073401,65,435.46,411,0,0,0,65,435.46,411
1073551,11,79.35,55,0,0,0,11,79.35,55
1074141,5,173.49,120,0,0,0,5,173.49,120
1074291,6,289.35,162,0,0,0,6,289.35,162
1074861,61,5614.38,3173,0,0,0,61,5614.38,3173
1074901,25,1132.16,600,0,0,0,25,1132.16,600
1075071,6,48.43,34,0,0,0,6,48.43,34
1075111,8,145.08,61,0,0,0,8,145.08,61
1075641,24,1111.84,644,0,0,0,24,1111.84,644
1075831,42,2078.4,1187,0,0,0,42,2078.4,1187
1076421,25,662.48,354,0,0,0,25,662.48,354
1076801,113,1960.84,902,0,0,0,113,1960.84,902
1077011,24,857.26,446,0,0,0,24,857.26,446
1077201,70,439.01,325,0,0,0,70,439.01,325
1077351,55,471.36,258,0,0,0,55,471.36,258
1077541,10,225.98,110,0,0,0,10,225.98,110
1077691,6,186.61,7,0,0,0,6,186.61,7
1077731,39,1920.5,1343,0,0,0,39,1920.5,1343
1077881,44,1299.31,800,0,0,0,44,1299.31,800
1078321,40,858.85,259,0,0,0,40,858.85,259
1078511,43,569.61,359,0,0,0,43,569.61,359
1079061,2,160.55,129,0,0,0,2,160.55,129
1079441,14,486.57,213,0,0,0,14,486.57,213
1080381,32,1816.37,1288,0,0,0,32,1816.37,1288
1080421,12,270.13,211,0,0,0,12,270.13,211
1080951,24,1673.4,707,0,0,0,24,1673.4,707
1081161,50,1031.92,640,0,0,0,50,1031.92,640
1081201,54,2355.81,1467,0,0,0,54,2355.81,1467
1081351,156,1904.26,1642,0,0,0,156,1904.26,1642
1081691,20,785.26,341,0,0,0,20,785.26,341
1081881,1,77.46,24,0,0,0,1,77.46,24
1081921,37,2926.51,2016,0,0,0,37,2926.51,2016
1082321,33,958.89,688,0,0,0,33,958.89,688
1082701,87,1088.31,229,0,0,0,87,1088.31,229
1083631,51,1880.61,1349,0,0,0,51,1880.61,1349
1083821,10,763.01,534,0,0,0,10,763.01,534
1084031,32,1134.02,511,0,0,0,32,1134.02,511
1084371,28,909.35,513,0,0,0,28,909.35,513
1084411,10,256.74,32,0,0,0,10,256.74,32
1084601,11,36.65,25,0,0,0,11,36.65,25
1085001,3,91.35,60,0,0,0,3,91.35,60
1085491,11,165.5,34,0,0,0,11,165.5,34
1085531,15,1559.92,824,0,0,0,15,1559.92,824
1085871,49,1987.77,805,0,0,0,49,1987.77,805
1086991,3,40.53,9,0,0,0,3,40.53,9
1087241,23,579.48,207,0,0,0,23,579.48,207
1087961,5,340.4,164,0,0,0,5,340.4,164
1088401,15,591.46,292,0,0,0,15,591.46,292
1088741,4,48.24,38,0,0,0,4,48.24,38
1089331,25,561.28,145,26,2665,1882,51,3226.28,2027
1089481,16,767.7,318,0,0,0,16,767.7,318
1089711,7,198.09,93,0,0,0,7,198.09,93
1089861,23,1619.16,1121,0,0,0,23,1619.16,1121
1090121,70,3065.22,1564,0,0,0,70,3065.22,1564
1090461,39,2185.51,1260,0,0,0,39,2185.51,1260
1090501,6,117.27,48,0,0,0,6,117.27,48
1090841,6,121.36,22,0,0,0,6,121.36,22
1090991,36,1363.17,539,0,0,0,36,1363.17,539
1091051,1,20.03,14,0,0,0,1,20.03,14
1091241,9,218.1,89,0,0,0,9,218.1,89
1091431,29,537.49,176,0,0,0,29,537.49,176
1091771,33,1747.29,776,0,0,0,33,1747.29,776
1091811,15,1456.56,903,0,0,0,15,1456.56,903
1092551,13,427.72,201,0,0,0,13,427.72,201
1092741,72,4111.58,1765,0,0,0,72,4111.58,1765
1092891,20,379.05,165,0,0,0,20,379.05,165
1093141,56,2270.73,1821,0,0,0,56,2270.73,1821
1093291,39,1323.11,987,0,0,0,39,1323.11,987
1093481,10,387.81,185,0,0,0,10,387.81,185
1093711,29,426.27,139,0,0,0,29,426.27,139
1093901,5,158.67,92,0,0,0,5,158.67,92
1094111,20,767.1,48,0,0,0,20,767.1,48
1094261,50,754.94,523,0,0,0,50,754.94,523
1095381,2,48.31,41,0,0,0,2,48.31,41
1095611,67,2447.43,670,0,0,0,67,2447.43,670
1095761,57,3093.75,1878,0,0,0,57,3093.75,1878
1096011,60,2290.44,1195,0,0,0,60,2290.44,1195
1096201,1,3,2,13,895.62,680,14,898.62,682
1096541,92,3687.16,1341,0,0,0,92,3687.16,1341
1096691,12,540.51,281,0,0,0,12,540.51,281
1096881,34,3145.98,2235,0,0,0,34,3145.98,2235
1097091,40,341.14,304,0,0,0,40,341.14,304
1097131,52,3349.05,1549,0,0,0,52,3349.05,1549
1097281,2,72.76,22,0,0,0,2,72.76,22
1098061,57,3522.16,2300,0,0,0,57,3522.16,2300
1098101,21,1777.76,683,0,0,0,21,1777.76,683
1098441,12,373.95,12,0,0,0,12,373.95,12
1098971,42,874.95,322,0,0,0,42,874.95,322
1099031,1,85.05,58,0,0,0,1,85.05,58
1099221,49,1650.43,1116,13,1376.15,1056,62,3026.58,2172
1099411,121,1582.31,532,5,403.01,194,126,1985.32,726
1099601,13,445.79,427,0,0,0,13,445.79,427
1099751,145,273.48,336,0,0,0,145,273.48,336
1100261,60,1380.6,793,0,0,0,60,1380.6,793
1100451,15,767.79,27,0,0,0,15,767.79,27
1100791,5,238.13,104,0,0,0,5,238.13,104
1100831,12,753.39,571,0,0,0,12,753.39,571
1101191,9,278.98,176,0,0,0,9,278.98,176
1101231,72,3053.08,1552,0,0,0,72,3053.08,1552
1101421,81,3994.77,2447,0,0,0,81,3994.77,2447
1101571,1,40.02,1,0,0,0,1,40.02,1
1102011,24,1127.07,718,0,0,0,24,1127.07,718
