Hhid,InstoreVisits,InstoreSpend,InstoreQuantity,OnlineVisits,OnlineSpend,OnlineQuantity,TotalVisits,TotalSpend,TotalQuantity
1804661,15,211.38,163,0,0,0,15,211.38,163
1805441,29,267.56,162,0,0,0,29,267.56,162
1805591,73,2855.92,1858,0,0,0,73,2855.92,1858
1805781,46,997.48,870,0,0,0,46,997.48,870
1805971,30,1510.89,1241,0,0,0,30,1510.89,1241
1806031,47,1636.61,917,0,0,0,47,1636.61,917
1806221,2,10.8,13,0,0,0,2,10.8,13
1806941,46,3613.42,1997,0,0,0,46,3613.42,1997
1807341,36,969.72,992,0,0,0,36,969.72,992
1808311,5,170.92,137,0,0,0,5,170.92,137
1808651,96,4531.76,2260,3,189.44,161,99,4721.2,2421
1809241,10,242.37,143,0,0,0,10,242.37,143
1809391,1,5,1,0,0,0,1,5,1
1809771,44,1325.04,992,0,0,0,44,1325.04,992
1809961,4,11.43,12,0,0,0,4,11.43,12
1810031,31,285.75,241,0,0,0,31,285.75,241
1810181,6,341.74,65,0,0,0,6,341.74,65
1810411,7,121.28,77,0,0,0,7,121.28,77
1810561,70,3557.53,2307,0,0,0,70,3557.53,2307
1810601,14,705.46,271,0,0,0,14,705.46,271
1811151,9,447.69,308,1,86.29,65,10,533.98,373
1811341,10,66.16,60,0,0,0,10,66.16,60
1811721,9,479.33,204,0,0,0,9,479.33,204
1812121,10,884.83,361,0,0,0,10,884.83,361
1812311,75,750.48,791,0,0,0,75,750.48,791
1812461,106,2532.08,1286,0,0,0,106,2532.08,1286
1813051,60,2132.88,939,3,421.65,240,63,2554.53,1179
1813241,23,395.33,263,0,0,0,23,395.33,263
1813431,20,567.12,230,19,957.42,762,39,1524.54,992
1813771,58,316.53,362,0,0,0,58,316.53,362
1813811,62,2734.01,1495,0,0,0,62,2734.01,1495
1813961,3,100.48,80,0,0,0,3,100.48,80
1814171,75,3867.51,2073,0,0,0,75,3867.51,2073
1814401,13,81.26,32,0,0,0,13,81.26,32
1814891,26,322.11,222,0,0,0,26,322.11,222
1814931,37,517.75,282,0,0,0,37,517.75,282
1815141,34,1497.1,981,0,0,0,34,1497.1,981
1815331,28,1176.58,801,0,0,0,28,1176.58,801
1815481,24,333.23,205,2,108.96,46,26,442.19,251
1815521,10,105.84,136,0,0,0,10,105.84,136
1815671,1,25.65,17,0,0,0,1,25.65,17
1815901,10,387.94,67,0,0,0,10,387.94,67
1816071,55,2387.84,1181,0,0,0,55,2387.84,1181
1816111,19,284.44,277,0,0,0,19,284.44,277
1816981,50,2279.51,1099,0,0,0,50,2279.51,1099
1817041,57,3500.2,2105,0,0,0,57,3500.2,2105
1817191,15,111.91,85,0,0,0,15,111.91,85
1817381,22,1472.43,651,7,711,425,29,2183.43,1076
1817421,13,528.11,418,0,0,0,13,528.11,418
1817571,9,503.73,299,0,0,0,9,503.73,299
1817761,23,1210.37,174,0,0,0,23,1210.37,174
1817951,2,17.18,17,0,0,0,2,17.18,17
1818011,33,992.16,668,0,0,0,33,992.16,668
1818201,5,121.12,55,0,0,0,5,121.12,55
1818541,41,766.43,430,0,0,0,41,766.43,430
1818731,46,3266.43,2042,0,0,0,46,3266.43,2042
1819091,29,1250.23,229,0,0,0,29,1250.23,229
1819131,22,583.96,142,0,0,0,22,583.96,142
1819281,4,75.2,25,23,2730.13,1703,27,2805.33,1728
1819321,22,1064.88,858,0,0,0,22,1064.88,858
1819701,5,11.72,16,0,0,0,5,11.72,16
1819851,90,2518.37,1852,0,0,0,90,2518.37,1852
1820111,48,300.73,227,0,0,0,48,300.73,227
1820301,33,522.37,549,0,0,0,33,522.37,549
1820451,3,67.21,33,27,3097.47,1505,30,3164.68,1538
1820831,102,2413.55,1348,0,0,0,102,2413.55,1348
1821611,9,651.37,385,0,0,0,9,651.37,385
1822011,27,1090.41,699,0,0,0,27,1090.41,699
1822201,11,608.85,204,0,0,0,11,608.85,204
1822351,72,2958.45,2221,0,0,0,72,2958.45,2221
1822541,16,889.68,401,0,0,0,16,889.68,401
1823091,17,423.7,365,0,0,0,17,423.7,365
1823131,35,223.62,170,0,0,0,35,223.62,170
1823321,41,2811.17,2256,0,0,0,41,2811.17,2256
1823511,32,462.12,206,0,0,0,32,462.12,206
1824101,65,3252.1,814,0,0,0,65,3252.1,814
1824441,14,339.3,37,0,0,0,14,339.3,37
1824631,88,2684.39,1489,7,626.06,430,95,3310.45,1919
1825031,11,287.99,142,0,0,0,11,287.99,142
1825181,4,244.98,157,8,599.11,416,12,844.09,573
1825601,25,357.86,219,0,0,0,25,357.86,219
1825751,39,1968.63,1156,0,0,0,39,1968.63,1156
1826491,235,2747.05,1086,24,1773.06,1466,259,4520.11,2552
1826531,16,286.06,200,0,0,0,16,286.06,200
1826721,17,433.91,507,0,0,0,17,433.91,507
1827501,8,1034.29,375,0,0,0,8,1034.29,375
1827991,32,372.68,199,0,0,0,32,372.68,199
1828621,110,2509.54,2058,0,0,0,110,2509.54,2058
1828771,15,372.4,176,0,0,0,15,372.4,176
1828961,27,1443.7,924,0,0,0,27,1443.7,924
1829401,1,74.73,47,0,0,0,1,74.73,47
1829741,17,262.89,160,0,0,0,17,262.89,160
1829891,10,477.24,339,0,0,0,10,477.24,339
1829931,96,1988.43,1288,0,0,0,96,1988.43,1288
1830871,23,415.5,202,0,0,0,23,415.5,202
1831271,113,3695.36,2907,0,0,0,113,3695.36,2907
1831311,68,2888.35,1378,0,0,0,68,2888.35,1378
1831461,94,4166.28,1978,0,0,0,94,4166.28,1978
1831841,20,669.91,326,0,0,0,20,669.91,326
1831991,13,474.77,62,22,2178.86,1298,35,2653.63,1360
1832391,2,34.33,20,0,0,0,2,34.33,20
1832431,16,199.22,108,0,0,0,16,199.22,108
1832621,6,234.48,103,0,0,0,6,234.48,103
1832961,64,1439.08,1165,0,0,0,64,1439.08,1165
1834141,17,683.15,470,0,0,0,17,683.15,470
1834861,56,1071.32,614,1,69.38,53,57,1140.7,667
1834901,8,129.38,75,0,0,0,8,129.38,75
1835111,35,367.2,237,0,0,0,35,367.2,237
1835261,37,1738.05,696,0,0,0,37,1738.05,696
1835451,32,982.36,887,0,0,0,32,982.36,887
1836191,8,109.16,50,62,5207.4,3564,70,5316.56,3614
1836571,4,151.53,121,0,0,0,4,151.53,121
1836951,3,30.44,16,0,0,0,3,30.44,16
1837161,67,1221.52,806,0,0,0,67,1221.52,806
1837691,1,41.72,14,0,0,0,1,41.72,14
1837731,14,791.75,72,0,0,0,14,791.75,72
1837881,25,696.9,530,0,0,0,25,696.9,530
1838091,119,2739.34,950,0,0,0,119,2739.34,950
1838281,66,754.74,646,0,0,0,66,754.74,646
1838471,27,554.62,480,0,0,0,27,554.62,480
1838661,32,1390.24,310,0,0,0,32,1390.24,310
1838701,50,1923.77,1010,0,0,0,50,1923.77,1010
1838851,1,16,4,0,0,0,1,16,4
1839101,82,3791.82,2273,0,0,0,82,3791.82,2273
1839631,40,2427.81,1302,0,0,0,40,2427.81,1302
1839781,51,1889.02,791,0,0,0,51,1889.02,791
1840191,63,1197.76,964,0,0,0,63,1197.76,964
1840231,21,1090.01,545,0,0,0,21,1090.01,545
1840381,12,177.38,107,0,0,0,12,177.38,107
1840421,29,457.96,322,4,234.73,120,33,692.69,442
1840571,90,4525.1,2034,0,0,0,90,4525.1,2034
1840951,6,102.26,105,0,0,0,6,102.26,105
1841011,50,928.48,665,0,0,0,50,928.48,665
1841161,65,1893.84,573,0,0,0,65,1893.84,573
1841731,2,70.16,3,0,0,0,2,70.16,3
1841881,2,145.99,48,0,0,0,2,145.99,48
1842091,17,1167.78,837,0,0,0,17,1167.78,837
1842281,61,3120.36,1919,0,0,0,61,3120.36,1919
1842471,46,2014.22,1810,0,0,0,46,2014.22,1810
1842661,26,169.23,100,0,0,0,26,169.23,100
1842701,14,554.61,113,0,0,0,14,554.61,113
1843251,78,1230.98,1015,0,0,0,78,1230.98,1015
1843631,59,3671.18,1431,0,0,0,59,3671.18,1431
1843781,73,2845.34,1410,0,0,0,73,2845.34,1410
1843821,15,298.75,80,0,0,0,15,298.75,80
1843971,47,395.37,301,0,0,0,47,395.37,301
1844031,25,1352.11,1083,0,0,0,25,1352.11,1083
1844221,22,374.9,349,0,0,0,22,374.9,349
1844371,12,579.71,290,0,0,0,12,579.71,290
1844411,2,25.55,11,0,0,0,2,25.55,11
1844601,31,1337.82,888,0,0,0,31,1337.82,888
1844941,25,992.16,841,0,0,0,25,992.16,841
1845001,98,3733.48,1850,0,0,0,98,3733.48,1850
1845341,14,113.02,50,0,0,0,14,113.02,50
1845681,31,842.72,463,0,0,0,31,842.72,463
1845871,11,51.05,93,0,0,0,11,51.05,93
1846081,1,66.01,49,0,0,0,1,66.01,49
1846121,2,63.95,20,0,0,0,2,63.95,20
1846271,5,378.19,203,0,0,0,5,378.19,203
1847391,17,811.1,494,0,0,0,17,811.1,494
1847431,7,358.75,12,0,0,0,7,358.75,12
1847581,8,635.02,45,0,0,0,8,635.02,45
1847621,70,2846.64,809,0,0,0,70,2846.64,809
1847771,31,1218.84,435,0,0,0,31,1218.84,435
1847811,2,11.78,8,0,0,0,2,11.78,8
1847961,41,2697.22,1363,0,0,0,41,2697.22,1363
1848211,47,1322.25,959,0,0,0,47,1322.25,959
1848741,2,44.72,29,0,0,0,2,44.72,29
1848891,23,870.28,257,0,0,0,23,870.28,257
1848931,29,139.51,91,0,0,0,29,139.51,91
1849141,46,1752.14,479,0,0,0,46,1752.14,479
1849711,12,118.6,84,0,0,0,12,118.6,84
1849901,6,128.28,93,0,0,0,6,128.28,93
1850121,2,69.74,44,0,0,0,2,69.74,44
1850841,52,1005.59,516,0,0,0,52,1005.59,516
1851391,44,2450.88,1932,0,0,0,44,2450.88,1932
1851431,7,69.6,34,0,0,0,7,69.6,34
1851771,65,3003.69,1339,0,0,0,65,3003.69,1339
1851811,105,4389.44,2417,0,0,0,105,4389.44,2417
1853141,41,2587.38,854,0,0,0,41,2587.38,854
1853481,24,90.72,70,0,0,0,24,90.72,70
1853671,24,1431.35,887,0,0,0,24,1431.35,887
1853861,119,3505.46,2339,0,0,0,119,3505.46,2339
1853901,34,1861.44,1148,0,0,0,34,1861.44,1148
1854111,47,523.25,545,0,0,0,47,523.25,545
1854641,24,912.5,809,0,0,0,24,912.5,809
1854831,27,2138.74,1630,0,0,0,27,2138.74,1630
1854981,32,2466.88,779,0,0,0,32,2466.88,779
1855041,16,115.03,110,0,0,0,16,115.03,110
1855191,70,1518.77,1225,0,0,0,70,1518.77,1225
1855421,5,106.63,29,0,0,0,5,106.63,29
1855611,42,1981.63,1076,0,0,0,42,1981.63,1076
1855951,176,3656.86,1481,0,0,0,176,3656.86,1481
1856011,7,131.59,96,0,0,0,7,131.59,96
1856921,42,293.81,195,0,0,0,42,293.81,195
1857091,0,0,0,3,481.48,217,3,481.48,217
1857471,71,1102.42,423,0,0,0,71,1102.42,423
1857661,21,880.19,556,0,0,0,21,880.19,556
1858061,38,1438.96,707,0,0,0,38,1438.96,707
1858101,21,580.01,260,0,0,0,21,580.01,260
1858251,61,2947.62,1686,0,0,0,61,2947.62,1686
1858781,39,1881.55,1194,2,190.76,130,41,2072.31,1324
1858971,20,298,57,0,0,0,20,298,57
1859221,97,2790.54,1301,0,0,0,97,2790.54,1301
1859561,16,617.86,113,0,0,0,16,617.86,113
1859601,51,2387.22,1575,0,0,0,51,2387.22,1575
1860881,10,232.11,83,0,0,0,10,232.11,83
1860921,25,435.27,292,0,0,0,25,435.27,292
1861321,5,90.97,20,0,0,0,5,90.97,20
1861661,10,228.86,186,0,0,0,10,228.86,186
1861701,13,646.7,376,0,0,0,13,646.7,376
1862061,1,24.11,11,0,0,0,1,24.11,11
1862251,21,1078.42,792,0,0,0,21,1078.42,792
1862441,8,202.18,189,0,0,0,8,202.18,189
1862631,44,1386.31,752,0,0,0,44,1386.31,752
1863031,25,878.13,645,0,0,0,25,878.13,645
1863181,35,1564.3,717,0,0,0,35,1564.3,717
1863221,2,31.79,25,0,0,0,2,31.79,25
1863371,15,114.53,88,0,0,0,15,114.53,88
1863411,8,191.94,45,0,0,0,8,191.94,45
1864001,48,2989.65,1510,0,0,0,48,2989.65,1510
1864531,10,118.46,15,0,0,0,10,118.46,15
1864681,24,1303.78,463,0,0,0,24,1303.78,463
1864721,17,486.1,191,0,0,0,17,486.1,191
1864871,3,70.75,51,0,0,0,3,70.75,51
1865081,113,1694.61,823,0,0,0,113,1694.61,823
1865271,28,513.18,251,0,0,0,28,513.18,251
1865501,49,2313.88,1334,0,0,0,49,2313.88,1334
1866391,63,1036.19,990,0,0,0,63,1036.19,990
1866771,49,2507.5,1132,3,268.12,159,52,2775.62,1291
1866811,14,553.25,261,0,0,0,14,553.25,261
1867021,15,571.74,262,0,0,0,15,571.74,262
1867211,24,1056.09,781,0,0,0,24,1056.09,781
1867361,11,581.47,15,24,2462.89,1526,35,3044.36,1541
1867891,14,700.59,423,0,0,0,14,700.59,423
1867931,40,1361.71,547,0,0,0,40,1361.71,547
1868141,31,953.2,344,0,0,0,31,953.2,344
1868331,60,1033.41,318,0,0,0,60,1033.41,318
1868481,3,89.87,74,0,0,0,3,89.87,74
1868671,15,536,57,0,0,0,15,536,57
1868711,4,223.77,148,0,0,0,4,223.77,148
1869301,61,1039.39,511,0,0,0,61,1039.39,511
1869831,30,980.25,478,22,2418,1319,52,3398.25,1797
1870391,18,587.98,516,0,0,0,18,587.98,516
1870431,7,238.68,144,0,0,0,7,238.68,144
1870771,79,4632.26,2243,0,0,0,79,4632.26,2243
1870811,23,795.17,342,0,0,0,23,795.17,342
1870961,24,1195.07,746,0,0,0,24,1195.07,746
1871021,7,110.53,44,0,0,0,7,110.53,44
1871211,19,1135.35,363,0,0,0,19,1135.35,363
1871361,10,534.36,196,0,0,0,10,534.36,196
1872671,7,40.51,48,0,0,0,7,40.51,48
1872861,1,12.17,12,0,0,0,1,12.17,12
1872901,9,109.25,91,0,0,0,9,109.25,91
1873301,6,37.47,41,0,0,0,6,37.47,41
1873451,26,251.12,220,0,0,0,26,251.12,220
1873831,20,830.02,349,0,0,0,20,830.02,349
1874041,24,1242.75,955,0,0,0,24,1242.75,955
1874191,56,990.96,405,0,0,0,56,990.96,405
1874231,10,85.1,55,0,0,0,10,85.1,55
1874421,12,943.5,702,0,0,0,12,943.5,702
1875011,42,1208.75,911,0,0,0,42,1208.75,911
1875201,15,271.42,111,0,0,0,15,271.42,111
1875351,18,419.4,156,0,0,0,18,419.4,156
1875881,87,3241.82,1409,0,0,0,87,3241.82,1409
1875921,91,2759.94,1567,8,791.21,442,99,3551.15,2009
1876471,29,290.12,356,0,0,0,29,290.12,356
1876851,46,773.13,725,0,0,0,46,773.13,725
1877591,153,3363.82,2209,0,0,0,153,3363.82,2209
1877971,42,685.68,191,0,0,0,42,685.68,191
1878031,15,1018.13,720,0,0,0,15,1018.13,720
1878181,47,730.06,519,0,0,0,47,730.06,519
1878411,59,554.09,338,0,0,0,59,554.09,338
1878751,3,143.55,32,0,0,0,3,143.55,32
1878941,32,670.21,177,0,0,0,32,670.21,177
1879001,9,519.88,357,0,0,0,9,519.88,357
1879341,77,3276.01,1510,0,0,0,77,3276.01,1510
1879681,138,1321.15,1134,0,0,0,138,1321.15,1134
1879871,1,7.12,3,11,1088.41,668,12,1095.53,671
1880321,16,1809.99,1105,0,0,0,16,1809.99,1105
1880471,66,599.82,527,0,0,0,66,599.82,527
1880511,132,3563.44,3203,0,0,0,132,3563.44,3203
1881251,37,302.02,286,0,0,0,37,302.02,286
1881591,31,1572.54,1156,0,0,0,31,1572.54,1156
1881781,14,548.1,316,0,0,0,14,548.1,316
1881821,49,1384.66,1242,0,0,0,49,1384.66,1242
1881971,10,376.52,331,0,0,0,10,376.52,331
1882031,4,34.94,27,0,0,0,4,34.94,27
1882561,32,1707.85,701,0,0,0,32,1707.85,701
1883721,40,1744.37,1397,0,0,0,40,1744.37,1397
1884271,26,711.03,154,0,0,0,26,711.03,154
1884311,59,435.45,389,0,0,0,59,435.45,389
1884651,72,1345,637,0,0,0,72,1345,637
1885811,9,273.34,52,25,3499.38,1910,34,3772.72,1962
1886171,27,325.91,233,0,0,0,27,325.91,233
1886361,3,39.74,15,0,0,0,3,39.74,15
1886741,37,849.35,444,0,0,0,37,849.35,444
1886931,78,5647.01,3148,0,0,0,78,5647.01,3148
1887141,30,1928.28,832,2,222.22,130,32,2150.5,962
1887291,33,1262.31,1072,0,0,0,33,1262.31,1072
1887331,7,210.07,46,0,0,0,7,210.07,46
1887481,59,1430.29,734,0,0,0,59,1430.29,734
1887521,47,1373.16,1086,0,0,0,47,1373.16,1086
1888071,31,1002.57,508,0,0,0,31,1002.57,508
1888111,25,321.92,106,0,0,0,25,321.92,106
1888261,65,526.8,293,0,0,0,65,526.8,293
1888301,19,1104.76,395,0,0,0,19,1104.76,395
1888641,83,2418.28,961,1,52.28,40,84,2470.56,1001
1888791,17,447.1,233,0,0,0,17,447.1,233
1888981,12,199.47,99,0,0,0,12,199.47,99
1889191,38,1275.13,908,0,0,0,38,1275.13,908
1889381,41,550.73,530,0,0,0,41,550.73,530
1889611,54,2973.38,1350,0,0,0,54,2973.38,1350
1889761,7,272.11,111,0,0,0,7,272.11,111
1889951,2,51.09,4,0,0,0,2,51.09,4
1890171,105,2685.43,1270,0,0,0,105,2685.43,1270
1890211,56,3086.47,1701,0,0,0,56,3086.47,1701
1890551,65,2412.96,1601,0,0,0,65,2412.96,1601
1890891,49,277.19,164,0,0,0,49,277.19,164
1891141,15,232.07,285,0,0,0,15,232.07,285
1891291,63,896.42,392,0,0,0,63,896.42,392
1891331,4,33.71,16,0,0,0,4,33.71,16
1891481,96,695.57,481,0,0,0,96,695.57,481
1891671,47,818.6,798,0,0,0,47,818.6,798
1891711,16,706.14,492,0,0,0,16,706.14,492
1892071,9,56.71,22,0,0,0,9,56.71,22
1892111,12,94.08,59,0,0,0,12,94.08,59
1892301,48,2727.08,1183,0,0,0,48,2727.08,1183
1892641,2,128.76,2,0,0,0,2,128.76,2
1892791,26,670.35,603,0,0,0,26,670.35,603
1893041,93,2334.73,1391,0,0,0,93,2334.73,1391
1893191,97,1189.18,743,0,0,0,97,1189.18,743
1893381,3,29.11,23,0,0,0,3,29.11,23
1893421,25,1162.82,674,0,0,0,25,1162.82,674
1893611,31,208.18,204,0,0,0,31,208.18,204
1893761,3,204.48,73,0,0,0,3,204.48,73
1893951,20,703.9,408,0,0,0,20,703.9,408
1894161,6,562.96,345,0,0,0,6,562.96,345
1894351,3,148.18,82,0,0,0,3,148.18,82
1894731,6,475.79,276,0,0,0,6,475.79,276
1895281,15,483.68,280,0,0,0,15,483.68,280
1896061,112,3483.69,2157,0,0,0,112,3483.69,2157
1896251,10,198.34,151,0,0,0,10,198.34,151
1896631,2,6.97,7,0,0,0,2,6.97,7
1896781,46,1014.56,626,0,0,0,46,1014.56,626
1897371,20,522.06,211,0,0,0,20,522.06,211
1897411,1,13.55,8,0,0,0,1,13.55,8
1897561,30,2001.17,1159,0,0,0,30,2001.17,1159
1897601,1,8.28,7,0,0,0,1,8.28,7
1898001,29,1549.73,1157,0,0,0,29,1549.73,1157
1898721,12,373.97,40,0,0,0,12,373.97,40
1899501,5,137.51,25,0,0,0,5,137.51,25
1899991,32,782.47,653,0,0,0,32,782.47,653
1900011,62,1206.98,778,0,0,0,62,1206.98,778
1900351,30,347.07,150,0,0,0,30,347.07,150
1900731,77,871.79,495,0,0,0,77,871.79,495
1900881,51,2734.82,791,0,0,0,51,2734.82,791
1901091,31,328.47,175,0,0,0,31,328.47,175
1901321,15,363.06,154,0,0,0,15,363.06,154
1901471,1,40.16,18,0,0,0,1,40.16,18
1901661,9,294.68,46,0,0,0,9,294.68,46
1901701,10,90.14,24,0,0,0,10,90.14,24
1901851,33,2015.5,1011,0,0,0,33,2015.5,1011
1902061,39,984.85,823,0,0,0,39,984.85,823
1902101,64,1749.59,582,0,0,0,64,1749.59,582
1902971,50,995.27,499,1,117.94,85,51,1113.21,584
1903411,23,1437.02,1095,0,0,0,23,1437.02,1095
1903751,3,15.05,7,0,0,0,3,15.05,7
1903941,9,592.52,317,0,0,0,9,592.52,317
1904341,43,224.35,205,0,0,0,43,224.35,205
1904681,9,185.67,127,0,0,0,9,185.67,127
1905121,2,43.24,24,26,2174.87,1542,28,2218.11,1566
1905651,32,1682.91,721,0,0,0,32,1682.91,721
1905841,31,164.02,236,0,0,0,31,164.02,236
1906391,18,376.33,153,0,0,0,18,376.33,153
1906431,39,1956.06,1046,0,0,0,39,1956.06,1046
1906581,167,4265.69,1982,0,0,0,167,4265.69,1982
1906621,9,84.24,51,0,0,0,9,84.24,51
1907021,40,1956.08,1016,0,0,0,40,1956.08,1016
1907171,25,430.79,52,0,0,0,25,430.79,52
1907211,73,1472.56,925,1,194.02,112,74,1666.58,1037
1907361,9,430.9,63,1,285.75,115,10,716.65,178
1907551,4,207.06,22,0,0,0,4,207.06,22
1907741,15,235.23,131,0,0,0,15,235.23,131
1907891,21,498.35,465,0,0,0,21,498.35,465
1907931,6,61.84,41,0,0,0,6,61.84,41
1908141,65,972.12,617,0,0,0,65,972.12,617
1908291,53,1599.42,767,0,0,0,53,1599.42,767
1908331,20,600.28,225,0,0,0,20,600.28,225
1908481,110,5642.67,1721,0,0,0,110,5642.67,1721
1908521,7,492.49,326,0,0,0,7,492.49,326
1908901,5,36.69,27,0,0,0,5,36.69,27
1909301,31,1075.7,512,0,0,0,31,1075.7,512
1909451,34,802.38,516,0,0,0,34,802.38,516
1909641,41,2885.21,1210,1,119.24,56,42,3004.45,1266
1910051,41,557.26,500,0,0,0,41,557.26,500
1910241,24,1528.74,659,0,0,0,24,1528.74,659
1910771,10,77.88,55,0,0,0,10,77.88,55
1910811,10,137.78,27,0,0,0,10,137.78,27
1911021,44,586.52,496,0,0,0,44,586.52,496
1911361,87,2512.61,935,0,0,0,87,2512.61,935
1911401,1,8.09,9,0,0,0,1,8.09,9
1911741,15,701.01,450,0,0,0,15,701.01,450
1911931,41,1993.06,1342,0,0,0,41,1993.06,1342
1912141,5,102.34,61,0,0,0,5,102.34,61
1912481,47,1863.59,1346,0,0,0,47,1863.59,1346
1912671,78,896.83,443,0,0,0,78,896.83,443
1912901,65,1361.47,746,0,0,0,65,1361.47,746
1913261,24,482.74,295,0,0,0,24,482.74,295
1913451,31,1327.07,377,0,0,0,31,1327.07,377
1913791,14,897.65,754,0,0,0,14,897.65,754
1913831,32,1441.78,842,0,0,0,32,1441.78,842
1913981,0,0,0,1,179.45,115,1,179.45,115
1914041,53,763.72,394,0,0,0,53,763.72,394
1914191,14,849.45,299,0,0,0,14,849.45,299
1914571,67,1351.84,470,0,0,0,67,1351.84,470
1914761,18,756.88,418,0,0,0,18,756.88,418
1914801,73,1845.44,851,0,0,0,73,1845.44,851
1914951,82,3437.41,1186,0,0,0,82,3437.41,1186
1915161,71,1107.85,569,0,0,0,71,1107.85,569
1915201,9,72.18,35,0,0,0,9,72.18,35
1915351,32,1477.48,634,0,0,0,32,1477.48,634
1915541,7,64.79,45,0,0,0,7,64.79,45
1915731,18,178.73,129,0,0,0,18,178.73,129
1915881,66,1717.01,1169,0,0,0,66,1717.01,1169
1916321,15,411.59,318,0,0,0,15,411.59,318
1916701,11,112.85,78,0,0,0,11,112.85,78
1919871,6,34.19,19,0,0,0,6,34.19,19
1920471,2,29.06,16,0,0,0,2,29.06,16
1921101,22,1264.84,555,0,0,0,22,1264.84,555
1922031,11,718.86,437,0,0,0,11,718.86,437
1922181,45,684.49,554,0,0,0,45,684.49,554
1922371,21,203.14,184,0,0,0,21,203.14,184
1923491,2,20.73,28,0,0,0,2,20.73,28
1923681,23,568.86,470,0,0,0,23,568.86,470
1923721,86,2749.65,1848,0,0,0,86,2749.65,1848
1924501,39,2533.86,1401,0,0,0,39,2533.86,1401
1924991,60,1952.4,1374,0,0,0,60,1952.4,1374
1925051,17,392.92,212,0,0,0,17,392.92,212
1925581,1,9.06,6,0,0,0,1,9.06,6
1925621,2,65.96,48,0,0,0,2,65.96,48
1925771,23,916.39,597,0,0,0,23,916.39,597
1925961,25,1452.85,991,0,0,0,25,1452.85,991
1926891,3,39.59,13,0,0,0,3,39.59,13
1927141,57,730.25,384,0,0,0,57,730.25,384
1927291,7,202.33,98,0,0,0,7,202.33,98
1927331,2,9.45,8,0,0,0,2,9.45,8
1927481,98,400.78,425,0,0,0,98,400.78,425
1927901,69,2997.51,1795,0,0,0,69,2997.51,1795
1928071,29,908.83,579,0,0,0,29,908.83,579
1928641,40,3197,1857,0,0,0,40,3197,1857
1928791,31,2133.25,1158,0,0,0,31,2133.25,1158
1928831,86,2644.93,1520,0,0,0,86,2644.93,1520
1928981,56,2135.18,1146,0,0,0,56,2135.18,1146
1929381,38,1918.1,1186,0,0,0,38,1918.1,1186
1929571,4,187.97,119,0,0,0,4,187.97,119
1929761,87,1937.93,1606,0,0,0,87,1937.93,1606
1930211,26,616.11,201,0,0,0,26,616.11,201
1930361,2,77.1,66,0,0,0,2,77.1,66
1930741,33,1796.61,1220,0,0,0,33,1796.61,1220
1930891,123,3012.26,1923,4,629.51,347,127,3641.77,2270
1930931,32,3077.04,1792,2,65.02,28,34,3142.06,1820
1931521,4,52.91,59,0,0,0,4,52.91,59
1931711,9,28.08,20,26,2090.37,1574,35,2118.45,1594
1932261,20,1123.54,490,0,0,0,20,1123.54,490
1932791,96,3047.41,1275,0,0,0,96,3047.41,1275
1932831,25,800.95,747,0,0,0,25,800.95,747
1932981,4,100.49,55,0,0,0,4,100.49,55
1933041,6,46.24,48,0,0,0,6,46.24,48
1933191,63,1026.82,698,0,0,0,63,1026.82,698
1933231,12,228.18,247,0,0,0,12,228.18,247
1933381,24,1980.32,942,0,0,0,24,1980.32,942
1933611,60,4086.31,1764,1,47.97,38,61,4134.28,1802
1933951,28,682.54,770,0,0,0,28,682.54,770
1934011,0,0,0,1,99.61,69,1,99.61,69
1934201,2,144.6,98,0,0,0,2,144.6,98
1934351,60,2486.98,1793,0,0,0,60,2486.98,1793
1934541,24,2463.13,1595,0,0,0,24,2463.13,1595
1934691,20,979.05,349,0,0,0,20,979.05,349
1934881,37,894.49,147,0,0,0,37,894.49,147
1935281,4,172.84,13,0,0,0,4,172.84,13
1935321,12,360.77,85,0,0,0,12,360.77,85
1935661,50,2523.92,612,0,0,0,50,2523.92,612
1935701,39,535.92,402,0,0,0,39,535.92,402
1935851,10,164.36,73,0,0,0,10,164.36,73
1936251,105,1401.31,859,0,0,0,105,1401.31,859
1937181,48,1247.4,672,0,0,0,48,1247.4,672
1937221,14,883.51,534,0,0,0,14,883.51,534
1937371,42,1066.31,785,0,0,0,42,1066.31,785
1937941,50,2725.57,1242,0,0,0,50,2725.57,1242
1938001,16,661.87,477,0,0,0,16,661.87,477
1938341,98,2435.83,1244,0,0,0,98,2435.83,1244
1938491,18,596.17,454,0,0,0,18,596.17,454
1938531,128,3844.74,1409,0,0,0,128,3844.74,1409
1938681,15,816.58,459,0,0,0,15,816.58,459
1938721,15,893.61,392,0,0,0,15,893.61,392
1938911,10,103.3,69,0,0,0,10,103.3,69
1939841,112,3730.62,1976,0,0,0,112,3730.62,1976
1939991,10,126.98,110,5,433.21,413,15,560.19,523
1940441,100,2622.55,995,0,0,0,100,2622.55,995
1940591,47,941.65,291,0,0,0,47,941.65,291
1940821,5,62.88,35,0,0,0,5,62.88,35
1940971,92,581.05,701,0,0,0,92,581.05,701
1941181,3,49.73,39,0,0,0,3,49.73,39
1941221,23,2372.04,1239,0,0,0,23,2372.04,1239
1941601,77,1589.83,813,0,0,0,77,1589.83,813
1942341,34,444.83,408,0,0,0,34,444.83,408
1942491,67,2518.8,1295,0,0,0,67,2518.8,1295
